Season,Date,OT,TL,TFTG,OTFTG,FTR,THTG,OTHTG,HTR,TS,OTS,TST,OTST,FTGD,HTGD,coach
2223,2023-01-19,Man City,A,2,4,L,2,0,W,9,16,3,6,-2,2,Antonio Conte
2223,2023-01-23,Fulham,A,1,0,W,1,0,W,10,10,3,5,1,1,Antonio Conte
2223,2023-02-05,Man City,H,1,0,W,1,0,W,12,15,3,5,1,1,Antonio Conte
2223,2023-02-11,Leicester,A,1,4,L,1,3,L,11,15,4,7,-3,-2,Antonio Conte
2223,2023-02-19,West Ham,H,2,0,W,0,0,D,16,6,6,1,2,0,Antonio Conte
2223,2023-02-26,Chelsea,H,2,0,W,0,0,D,8,10,3,2,2,0,Antonio Conte
2223,2023-03-04,Wolves,A,0,1,L,0,0,D,21,8,6,5,-1,0,Antonio Conte
2223,2023-03-11,Nott'm Forest,H,3,1,W,2,0,W,15,9,7,5,2,2,Antonio Conte
2223,2023-03-18,Southampton,A,3,3,D,1,0,W,17,19,3,7,0,1,Antonio Conte
2223,2023-04-03,Everton,A,1,1,D,0,0,D,8,15,2,6,0,0,Interim Manager
2223,2023-04-08,Brighton,H,2,1,W,1,1,D,9,17,3,4,1,0,Interim Manager
2223,2023-04-15,Bournemouth,H,2,3,L,1,1,D,24,6,8,6,-1,0,Interim Manager
2223,2023-04-23,Newcastle,A,1,6,L,0,5,L,11,25,3,8,-5,-5,Interim Manager
2223,2023-04-27,Man United,H,2,2,D,0,2,L,18,17,7,8,0,-2,Interim Manager
2223,2023-04-30,Liverpool,A,3,4,L,1,3,L,10,12,7,4,-1,-2,Interim Manager
2223,2023-05-06,Crystal Palace,H,1,0,W,1,0,W,8,7,3,2,1,1,Interim Manager
2223,2023-05-13,Aston Villa,A,1,2,L,0,1,L,5,8,2,4,-1,-1,Interim Manager
2223,2023-05-20,Brentford,H,1,3,L,1,0,W,22,11,8,4,-2,1,Interim Manager
2223,2023-05-28,Leeds,A,4,1,W,1,0,W,11,19,7,2,3,1,Interim Manager
2324,2023-08-13,Brentford,A,2,2,D,2,2,D,18,11,6,6,0,0,Ange Postecoglou
2324,2023-08-19,Man United,H,2,0,W,0,0,D,17,22,6,6,2,0,Ange Postecoglou
2324,2023-08-26,Bournemouth,A,2,0,W,1,0,W,17,11,6,3,2,1,Ange Postecoglou
2324,2023-09-02,Burnley,A,5,2,W,2,1,W,20,16,10,4,3,1,Ange Postecoglou
2324,2023-09-16,Sheffield United,H,2,1,W,0,0,D,28,7,10,5,1,0,Ange Postecoglou
2324,2023-09-24,Arsenal,A,2,2,D,1,1,D,13,13,5,6,0,0,Ange Postecoglou
2324,2023-09-30,Liverpool,H,2,1,W,1,1,D,24,12,8,4,1,0,Ange Postecoglou
2324,2023-10-07,Luton,A,1,0,W,0,0,D,15,12,4,2,1,0,Ange Postecoglou
2324,2023-10-23,Fulham,H,2,0,W,1,0,W,15,10,5,3,2,1,Ange Postecoglou
2324,2023-10-27,Crystal Palace,A,2,1,W,0,0,D,10,13,1,3,1,0,Ange Postecoglou
2324,2023-11-06,Chelsea,H,1,4,L,1,1,D,8,17,5,8,-3,0,Ange Postecoglou
2324,2023-11-11,Wolves,A,1,2,L,1,0,W,6,17,2,4,-1,1,Ange Postecoglou
2324,2023-11-26,Aston Villa,H,1,2,L,1,1,D,18,15,8,5,-1,0,Ange Postecoglou
2324,2023-12-03,Man City,A,3,3,D,1,2,L,8,18,4,4,0,-1,Ange Postecoglou
2324,2023-12-07,West Ham,H,1,2,L,1,0,W,23,11,7,5,-1,1,Ange Postecoglou
2324,2023-12-10,Newcastle,H,4,1,W,2,0,W,23,9,12,3,3,2,Ange Postecoglou
2324,2023-12-15,Nott'm Forest,A,2,0,W,1,0,W,12,15,6,1,2,1,Ange Postecoglou
2324,2023-12-23,Everton,H,2,1,W,2,0,W,13,18,6,8,1,2,Ange Postecoglou
2324,2023-12-28,Brighton,A,2,4,L,0,2,L,19,15,3,9,-2,-2,Ange Postecoglou
2324,2023-12-31,Bournemouth,H,3,1,W,1,0,W,12,24,6,4,2,1,Ange Postecoglou
2324,2024-01-14,Man United,A,2,2,D,1,2,L,16,9,6,2,0,-1,Ange Postecoglou
2324,2024-01-31,Brentford,H,3,2,W,0,1,L,19,9,5,5,1,-1,Ange Postecoglou
2324,2024-02-03,Everton,A,2,2,D,2,1,W,9,14,6,5,0,1,Ange Postecoglou
2324,2024-02-10,Brighton,H,2,1,W,0,1,L,16,6,6,3,1,-1,Ange Postecoglou
2324,2024-02-17,Wolves,H,1,2,L,0,1,L,15,12,4,7,-1,-1,Ange Postecoglou
2324,2024-03-02,Crystal Palace,H,3,1,W,0,0,D,14,4,6,1,2,0,Ange Postecoglou
2324,2024-03-10,Aston Villa,A,4,0,W,0,0,D,9,10,5,1,4,0,Ange Postecoglou
2324,2024-03-16,Fulham,A,0,3,L,0,1,L,14,16,5,7,-3,-1,Ange Postecoglou
2324,2024-03-30,Luton,H,2,1,W,0,1,L,17,7,4,3,1,-1,Ange Postecoglou
2324,2024-04-02,West Ham,A,1,1,D,1,1,D,13,11,4,4,0,0,Ange Postecoglou
2324,2024-04-07,Nott'm Forest,H,3,1,W,1,1,D,17,13,7,6,2,0,Ange Postecoglou
2324,2024-04-13,Newcastle,A,0,4,L,0,2,L,11,18,2,5,-4,-2,Ange Postecoglou
2324,2024-04-28,Arsenal,H,2,3,L,0,3,L,14,9,2,3,-1,-3,Ange Postecoglou
2324,2024-05-02,Chelsea,A,0,2,L,0,1,L,19,16,3,5,-2,-1,Ange Postecoglou
2324,2024-05-05,Liverpool,A,2,4,L,0,2,L,11,25,6,13,-2,-2,Ange Postecoglou
2324,2024-05-11,Burnley,H,2,1,W,1,1,D,21,7,9,3,1,0,Ange Postecoglou
2324,2024-05-14,Man City,H,0,2,L,0,0,D,10,8,5,5,-2,0,Ange Postecoglou
2324,2024-05-19,Sheffield United,A,3,0,W,1,0,W,18,6,9,1,3,1,Ange Postecoglou
2425,2024-08-19,Leicester,A,1,1,D,1,0,W,15,7,7,3,0,1,Ange Postecoglou
2425,2024-08-24,Everton,H,4,0,W,2,0,W,13,10,7,1,4,2,Ange Postecoglou
2425,2024-09-01,Newcastle,A,1,2,L,0,1,L,20,9,6,3,-1,-1,Ange Postecoglou
2425,2024-09-15,Arsenal,H,0,1,L,0,0,D,15,7,5,4,-1,0,Ange Postecoglou
2425,2024-09-21,Brentford,H,3,1,W,2,1,W,23,6,10,6,2,1,Ange Postecoglou
2425,2024-09-29,Man United,A,3,0,W,1,0,W,24,11,10,2,3,1,Ange Postecoglou
2425,2024-10-06,Brighton,A,2,3,L,2,0,W,13,11,3,4,-1,2,Ange Postecoglou
2425,2024-10-19,West Ham,H,4,1,W,1,1,D,22,11,7,4,3,0,Ange Postecoglou
2425,2024-10-27,Crystal Palace,A,0,1,L,0,1,L,11,14,3,6,-1,-1,Ange Postecoglou
2425,2024-11-03,Aston Villa,H,4,1,W,0,1,L,16,12,6,1,3,-1,Ange Postecoglou
2425,2024-11-10,Ipswich,H,1,2,L,0,2,L,17,8,5,3,-1,-2,Ange Postecoglou
2425,2024-11-23,Man City,A,4,0,W,2,0,W,9,23,7,5,4,2,Ange Postecoglou
2425,2024-12-01,Fulham,H,1,1,D,0,0,D,8,14,3,6,0,0,Ange Postecoglou
2425,2024-12-05,Bournemouth,A,0,1,L,0,1,L,12,21,4,8,-1,-1,Ange Postecoglou
2425,2024-12-08,Chelsea,H,3,4,L,2,1,W,13,17,5,8,-1,1,Ange Postecoglou
2425,2024-12-15,Southampton,A,5,0,W,5,0,W,18,9,9,3,5,5,Ange Postecoglou
2425,2024-12-22,Liverpool,H,3,6,L,1,3,L,9,24,5,12,-3,-2,Ange Postecoglou
2425,2024-12-26,Nott'm Forest,A,0,1,L,0,1,L,13,10,4,3,-1,-1,Ange Postecoglou
2425,2024-12-29,Wolves,H,2,2,D,2,1,W,13,11,3,3,0,1,Ange Postecoglou
2425,2025-01-04,Newcastle,H,1,2,L,1,2,L,13,14,4,4,-1,-1,Ange Postecoglou
2425,2025-01-15,Arsenal,A,1,2,L,1,2,L,10,14,2,4,-1,-1,Ange Postecoglou
2425,2025-01-19,Everton,A,2,3,L,0,3,L,11,12,6,6,-1,-3,Ange Postecoglou
2425,2025-01-26,Leicester,H,1,2,L,1,0,W,15,12,6,3,-1,1,Ange Postecoglou
2425,2025-02-02,Brentford,A,2,0,W,1,0,W,13,20,2,4,2,1,Ange Postecoglou
2425,2025-02-16,Man United,H,1,0,W,1,0,W,22,16,7,6,1,1,Ange Postecoglou
2425,2025-02-22,Ipswich,A,4,1,W,2,1,W,10,17,6,5,3,1,Ange Postecoglou
2425,2025-02-26,Man City,H,0,1,L,0,1,L,11,12,6,5,-1,-1,Ange Postecoglou
2425,2025-03-09,Bournemouth,H,2,2,D,0,1,L,12,17,4,8,0,-1,Ange Postecoglou
2425,2025-03-16,Fulham,A,0,2,L,0,0,D,12,13,4,4,-2,0,Ange Postecoglou
2425,2025-04-03,Chelsea,A,0,1,L,0,0,D,8,11,2,5,-1,0,Ange Postecoglou
2425,2025-04-06,Southampton,H,3,1,W,2,0,W,13,12,8,4,2,2,Ange Postecoglou
2425,2025-04-13,Wolves,A,2,4,L,0,2,L,11,13,4,5,-2,-2,Ange Postecoglou
2425,2025-04-21,Nott'm Forest,H,1,2,L,0,2,L,22,4,6,3,-1,-2,Ange Postecoglou
2425,2025-04-27,Liverpool,A,1,5,L,1,3,L,8,25,3,8,-4,-2,Ange Postecoglou
2425,2025-05-04,West Ham,A,1,1,D,1,1,D,7,11,2,2,0,0,Ange Postecoglou
2425,2025-05-11,Crystal Palace,H,0,2,L,0,1,L,8,23,1,10,-2,-1,Ange Postecoglou
2425,2025-05-16,Aston Villa,A,0,2,L,0,0,D,3,18,1,7,-2,0,Ange Postecoglou
2425,2025-05-25,Brighton,H,1,4,L,1,0,W,4,23,2,8,-3,1,Ange Postecoglou
2526,2025-08-16,Burnley,H,3,0,W,1,0,W,16,14,6,4,3,1,Thomas Frank
2526,2025-08-23,Man City,A,2,0,W,2,0,W,12,10,5,4,2,2,Thomas Frank
2526,2025-08-30,Bournemouth,H,0,1,L,0,1,L,5,20,1,6,-1,-1,Thomas Frank
2526,2025-09-13,West Ham,A,3,0,W,0,0,D,14,7,5,4,3,0,Thomas Frank
2526,2025-09-20,Brighton,A,2,2,D,1,2,L,11,12,3,4,0,-1,Thomas Frank
2526,2025-09-27,Wolves,H,1,1,D,0,0,D,10,9,3,3,0,0,Thomas Frank
2526,2025-10-04,Leeds,A,2,1,W,1,1,D,9,16,3,4,1,0,Thomas Frank
2526,2025-10-19,Aston Villa,H,1,2,L,1,1,D,9,8,3,2,-1,0,Thomas Frank
2526,2025-10-26,Everton,A,3,0,W,2,0,W,7,12,4,2,3,2,Thomas Frank
2526,2025-11-01,Chelsea,H,0,1,L,0,1,L,3,15,1,9,-1,-1,Thomas Frank
2526,2025-11-08,Man United,H,2,2,D,0,1,L,10,5,4,2,0,-1,Thomas Frank
2526,2025-11-23,Arsenal,A,1,4,L,0,2,L,3,17,2,8,-3,-2,Thomas Frank
2526,2025-11-29,Fulham,H,1,2,L,0,2,L,14,7,2,3,-1,-2,Thomas Frank
2526,2025-12-02,Newcastle,A,2,2,D,0,0,D,8,19,2,7,0,0,Thomas Frank
2526,2025-12-06,Brentford,H,2,0,W,2,0,W,15,4,7,1,2,2,Thomas Frank
2526,2025-12-14,Nott'm Forest,A,0,3,L,0,1,L,6,15,1,6,-3,-1,Thomas Frank
2526,2025-12-20,Liverpool,H,1,2,L,0,0,D,15,8,4,4,-1,0,Thomas Frank
2526,2025-12-28,Crystal Palace,A,1,0,W,1,0,W,8,15,4,2,1,1,Thomas Frank
2526,2026-01-01,Brentford,A,0,0,D,0,0,D,9,7,3,2,0,0,Thomas Frank
2526,2026-01-04,Sunderland,H,1,1,D,1,0,W,13,10,5,3,0,1,Thomas Frank
2526,2026-01-07,Bournemouth,A,2,3,L,1,2,L,16,11,4,3,-1,-1,Thomas Frank
2526,2026-01-17,West Ham,H,1,2,L,0,1,L,21,17,6,4,-1,-1,Thomas Frank
2526,2026-01-24,Burnley,A,2,2,D,1,1,D,18,9,11,4,0,0,Thomas Frank
2526,2026-02-01,Man City,H,2,2,D,0,2,L,12,15,6,3,0,-2,Thomas Frank
2526,2026-02-07,Man United,A,0,2,L,0,1,L,7,23,1,10,-2,-1,Thomas Frank
2526,2026-02-10,Newcastle,H,1,2,L,0,1,L,16,21,2,5,-1,-1,Thomas Frank
